Order ID,Segment,Payment Mode,Ship Mode,Category,Sub-Category,Quantity,Sales
US-2019-160528,Home Office,COD,Standard Class,Furniture,Furnishings,3,22.608
US-2019-160528,Home Office,COD,Standard Class,Technology,Accessories,7,666.4
CA-2019-150350,Consumer,COD,Standard Class,Technology,Machines,3,837.6
CA-2019-150350,Consumer,COD,Standard Class,Office Supplies,Envelopes,5,135.9
CA-2019-150350,Consumer,Online,Standard Class,Office Supplies,Paper,6,34.68
CA-2019-150350,Consumer,COD,Standard Class,Furniture,Chairs,6,532.704
CA-2019-150350,Consumer,Online,Standard Class,Office Supplies,Appliances,5,43.1
CA-2019-150350,Consumer,COD,Standard Class,Office Supplies,Supplies,4,15.88
CA-2019-158001,Corporate,Online,Standard Class,Office Supplies,Art,5,21.3
CA-2019-158001,Corporate,COD,Standard Class,Office Supplies,Appliances,5,1040.8
CA-2019-158001,Corporate,COD,Standard Class,Office Supplies,Art,6,29.34
US-2019-117793,Home Office,COD,Standard Class,Office Supplies,Labels,4,25.2
US-2019-117793,Home Office,COD,Standard Class,Office Supplies,Labels,3,37.59
US-2019-117793,Home Office,COD,Standard Class,Office Supplies,Storage,1,14.97
US-2019-117793,Home Office,COD,Standard Class,Technology,Accessories,2,1.98
CA-2019-105585,Consumer,Online,First Class,Office Supplies,Fasteners,3,10.23
CA-2019-105585,Consumer,COD,First Class,Office Supplies,Paper,5,154.9
CA-2019-152289,Corporate,COD,First Class,Technology,Accessories,2,159.984
CA-2019-152289,Corporate,Online,First Class,Furniture,Chairs,6,1024.716
CA-2019-148201,Consumer,Online,Second Class,Office Supplies,Paper,1,6.48
CA-2019-128594,Corporate,Online,First Class,Furniture,Chairs,4,1603.136
CA-2019-132094,Corporate,Online,Standard Class,Office Supplies,Art,3,5.472
CA-2019-132094,Corporate,Online,Standard Class,Technology,Accessories,2,47.984
US-2019-100405,Corporate,Online,Second Class,Office Supplies,Art,2,8.26
US-2019-127425,Corporate,Online,Standard Class,Technology,Phones,6,33.0
US-2019-127425,Corporate,Online,Standard Class,Technology,Accessories,5,249.95
US-2019-163538,Home Office,Online,Standard Class,Technology,Accessories,3,47.97
CA-2019-114601,Consumer,COD,Standard Class,Office Supplies,Paper,2,11.56
CA-2019-114601,Consumer,Online,Standard Class,Technology,Phones,3,209.97
CA-2019-114601,Consumer,Online,Standard Class,Furniture,Tables,4,447.84
CA-2019-114601,Consumer,COD,Standard Class,Technology,Accessories,3,479.97
CA-2019-114601,Consumer,COD,Standard Class,Office Supplies,Art,3,8.64
CA-2019-163174,Consumer,COD,Standard Class,Furniture,Furnishings,3,186.54
US-2019-102141,Corporate,COD,Standard Class,Office Supplies,Binders,8,146.688
CA-2019-160598,Corporate,COD,First Class,Office Supplies,Paper,1,31.008
US-2019-146710,Consumer,Online,Standard Class,Office Supplies,Supplies,5,51.52
US-2019-146710,Consumer,COD,Standard Class,Office Supplies,Paper,1,3.528
US-2019-146710,Consumer,Online,Standard Class,Office Supplies,Paper,1,4.624
US-2019-146710,Consumer,COD,Standard Class,Office Supplies,Supplies,4,55.168
CA-2019-145982,Consumer,Online,Second Class,Office Supplies,Paper,3,122.97
CA-2019-145982,Consumer,Online,Second Class,Furniture,Tables,1,244.615
CA-2019-145982,Consumer,Online,Second Class,Technology,Phones,3,59.97
CA-2019-145982,Consumer,COD,Second Class,Office Supplies,Paper,9,81.54
CA-2019-145982,Consumer,Online,Second Class,Office Supplies,Fasteners,4,11.68
CA-2019-145982,Consumer,Online,Second Class,Office Supplies,Binders,5,29.0
CA-2019-117919,Corporate,COD,Second Class,Office Supplies,Storage,1,14.16
CA-2019-117919,Corporate,COD,Second Class,Office Supplies,Paper,5,79.92
CA-2019-116764,Corporate,COD,Standard Class,Office Supplies,Labels,4,9.216
US-2019-144211,Consumer,Online,Standard Class,Office Supplies,Paper,3,15.48
US-2019-144211,Consumer,COD,Standard Class,Technology,Phones,3,108.576
CA-2019-145303,Consumer,Online,First Class,Office Supplies,Binders,9,13.14
CA-2019-145303,Consumer,Online,First Class,Office Supplies,Binders,4,10.024
CA-2019-145303,Consumer,COD,First Class,Furniture,Bookcases,2,156.3728
CA-2019-137652,Corporate,COD,First Class,Office Supplies,Binders,8,18.432
CA-2019-158568,Home Office,COD,Standard Class,Office Supplies,Paper,7,64.624
CA-2019-158568,Home Office,COD,Standard Class,Technology,Accessories,3,95.976
CA-2019-158568,Home Office,Cards,Standard Class,Office Supplies,Binders,3,1.788
CA-2019-161207,Home Office,Cards,Standard Class,Office Supplies,Supplies,3,27.93
CA-2019-128727,Home Office,Online,Standard Class,Technology,Phones,4,22.0
CA-2019-159912,Corporate,COD,Standard Class,Furniture,Tables,4,241.92
CA-2019-159912,Corporate,Cards,Standard Class,Furniture,Bookcases,4,163.88
CA-2019-159912,Corporate,Online,Standard Class,Office Supplies,Binders,2,3.486
CA-2019-159912,Corporate,Online,Standard Class,Office Supplies,Fasteners,7,10.584
US-2019-141544,Consumer,COD,First Class,Technology,Phones,3,290.898
US-2019-141544,Consumer,Cards,First Class,Office Supplies,Storage,2,54.224
US-2019-141544,Consumer,COD,First Class,Furniture,Chairs,4,786.744
US-2019-141544,Consumer,Cards,First Class,Office Supplies,Labels,10,100.24
US-2019-141544,Consumer,Online,First Class,Office Supplies,Binders,6,37.764
CA-2019-165995,Consumer,Online,Standard Class,Furniture,Furnishings,4,47.04
CA-2019-165995,Consumer,Online,Standard Class,Technology,Phones,5,339.96
CA-2019-117408,Consumer,Cards,Standard Class,Office Supplies,Storage,2,23.968
CA-2019-129714,Home Office,Cards,First Class,Technology,Accessories,1,6.79
CA-2019-129714,Home Office,Online,First Class,Office Supplies,Paper,2,24.56
CA-2019-129714,Home Office,Cards,First Class,Office Supplies,Binders,1,3.048
CA-2019-129714,Home Office,COD,First Class,Office Supplies,Paper,4,49.12
CA-2019-129714,Home Office,Cards,First Class,Office Supplies,Binders,4,4355.168
CA-2019-120859,Corporate,Online,First Class,Office Supplies,Envelopes,2,21.88
CA-2019-155481,Corporate,Online,Standard Class,Office Supplies,Paper,6,30.48
CA-2019-155481,Corporate,Cards,Standard Class,Technology,Phones,2,23.988
CA-2019-155481,Corporate,COD,Standard Class,Office Supplies,Fasteners,7,16.688
CA-2019-151561,Consumer,COD,Standard Class,Technology,Accessories,6,468.9
CA-2019-151561,Consumer,Cards,Standard Class,Technology,Accessories,2,72.48
CA-2019-151561,Consumer,Online,Standard Class,Office Supplies,Supplies,3,10.95
CA-2019-151561,Consumer,COD,Standard Class,Furniture,Furnishings,3,191.82
CA-2019-116526,Consumer,COD,Standard Class,Office Supplies,Binders,5,24.1
CA-2019-116526,Consumer,COD,Standard Class,Technology,Phones,1,8.78
CA-2019-116526,Consumer,Online,Standard Class,Office Supplies,Appliances,4,376.74
CA-2019-116526,Consumer,Online,Standard Class,Office Supplies,Binders,4,29.52
CA-2019-116526,Consumer,COD,Standard Class,Office Supplies,Art,2,11.96
CA-2019-116526,Consumer,Online,Standard Class,Office Supplies,Binders,5,26.4
CA-2019-124583,Home Office,Online,Second Class,Office Supplies,Envelopes,1,12.78
CA-2019-130407,Consumer,Online,Standard Class,Office Supplies,Art,2,75.48
CA-2019-130407,Consumer,COD,Standard Class,Furniture,Furnishings,2,39.98
CA-2019-116540,Consumer,Online,Same Day,Office Supplies,Fasteners,1,1.81
CA-2019-116540,Consumer,Cards,Same Day,Office Supplies,Binders,2,8.26
CA-2019-113096,Home Office,Cards,First Class,Office Supplies,Storage,3,46.53
CA-2019-144764,Consumer,COD,Standard Class,Office Supplies,Labels,5,29.24
CA-2019-144764,Consumer,COD,Standard Class,Office Supplies,Storage,2,35.168
CA-2019-144764,Consumer,COD,Standard Class,Technology,Machines,3,1362.9
CA-2019-129847,Home Office,Cards,First Class,Furniture,Furnishings,2,84.272
CA-2019-106950,Consumer,Online,Standard Class,Office Supplies,Binders,7,22.911
CA-2019-106950,Consumer,COD,Standard Class,Office Supplies,Appliances,9,309.456
CA-2019-106950,Consumer,COD,Standard Class,Office Supplies,Art,4,19.456
CA-2019-106950,Consumer,Cards,Standard Class,Furniture,Tables,3,472.518
CA-2019-106950,Consumer,COD,Standard Class,Technology,Accessories,3,1012.68
CA-2019-106950,Consumer,Cards,Standard Class,Office Supplies,Binders,5,17.22
CA-2019-166429,Consumer,Online,Standard Class,Technology,Copiers,2,999.98
CA-2019-112739,Home Office,Cards,Second Class,Office Supplies,Binders,8,8.608
CA-2019-112739,Home Office,COD,Second Class,Technology,Accessories,5,159.56
CA-2019-106278,Consumer,COD,Second Class,Furniture,Chairs,3,215.976
CA-2019-106278,Consumer,Cards,Second Class,Office Supplies,Envelopes,3,65.94
CA-2019-126732,Consumer,COD,Standard Class,Furniture,Furnishings,9,94.68
CA-2019-126732,Consumer,Online,Standard Class,Office Supplies,Storage,3,23.67
CA-2019-126732,Consumer,Cards,Standard Class,Technology,Phones,4,1091.168
CA-2019-126732,Consumer,Cards,Standard Class,Office Supplies,Art,7,18.69
CA-2019-126732,Consumer,COD,Standard Class,Furniture,Tables,3,568.728
CA-2019-126732,Consumer,COD,Standard Class,Office Supplies,Binders,1,7.312
CA-2019-158099,Home Office,Cards,First Class,Office Supplies,Binders,5,1141.47
CA-2019-158099,Home Office,COD,First Class,Technology,Phones,3,280.782
US-2019-100566,Home Office,Online,Standard Class,Furniture,Furnishings,3,83.952
CA-2019-159737,Consumer,Online,Standard Class,Office Supplies,Binders,3,8.808
CA-2019-132143,Corporate,Online,First Class,Office Supplies,Paper,7,48.16
CA-2019-163986,Consumer,Online,Standard Class,Office Supplies,Storage,5,54.5
US-2019-101616,Corporate,Online,First Class,Office Supplies,Binders,8,87.28
US-2019-147711,Consumer,Online,Second Class,Furniture,Bookcases,3,344.94
US-2019-147711,Consumer,Cards,Second Class,Furniture,Furnishings,2,14.76
US-2019-147711,Consumer,Online,Second Class,Office Supplies,Binders,2,12.76
US-2019-147711,Consumer,Online,Second Class,Office Supplies,Labels,8,58.48
US-2019-104815,Consumer,Online,Standard Class,Furniture,Bookcases,4,198.744
CA-2019-153185,Corporate,Cards,Standard Class,Office Supplies,Paper,6,30.96
CA-2019-169971,Consumer,Cards,Standard Class,Office Supplies,Art,1,3.912
CA-2019-169971,Consumer,COD,Standard Class,Office Supplies,Art,3,62.376
CA-2019-123120,Consumer,Cards,Standard Class,Furniture,Furnishings,1,63.94
CA-2019-123120,Consumer,Online,Standard Class,Office Supplies,Binders,5,60.6
CA-2019-123120,Consumer,Online,Standard Class,Office Supplies,Supplies,4,22.72
CA-2019-149783,Consumer,Cards,Second Class,Office Supplies,Paper,3,12.192
CA-2019-149783,Consumer,Online,Second Class,Office Supplies,Appliances,2,87.168
CA-2019-149783,Consumer,Online,Second Class,Office Supplies,Art,2,31.744
CA-2019-131205,Consumer,Online,Standard Class,Furniture,Furnishings,3,42.6
CA-2019-131205,Consumer,Cards,Standard Class,Office Supplies,Binders,6,113.94
CA-2019-131205,Consumer,Cards,Standard Class,Office Supplies,Storage,4,129.92
CA-2019-131205,Consumer,Cards,Standard Class,Office Supplies,Art,3,5.28
CA-2019-168774,Corporate,Online,Standard Class,Office Supplies,Storage,3,535.41
CA-2019-142524,Consumer,Online,Standard Class,Office Supplies,Envelopes,2,16.56
CA-2019-142524,Consumer,COD,Standard Class,Technology,Accessories,5,279.95
CA-2019-117604,Consumer,COD,Standard Class,Office Supplies,Paper,5,239.5
CA-2019-129630,Consumer,Online,Same Day,Furniture,Furnishings,3,24.27
CA-2019-129630,Consumer,Cards,Same Day,Technology,Copiers,5,2799.96
CA-2019-110366,Corporate,COD,Second Class,Furniture,Furnishings,2,82.8
CA-2019-115756,Consumer,Online,Second Class,Furniture,Furnishings,1,12.22
CA-2019-115756,Consumer,Online,Second Class,Office Supplies,Storage,3,194.94
CA-2019-115756,Consumer,COD,Second Class,Office Supplies,Storage,3,70.95
CA-2019-115756,Consumer,Online,Second Class,Office Supplies,Paper,4,91.36
CA-2019-115756,Consumer,Cards,Second Class,Furniture,Chairs,3,242.94
CA-2019-115756,Consumer,Cards,Second Class,Office Supplies,Labels,7,22.05
CA-2019-160815,Consumer,Cards,First Class,Technology,Phones,3,278.4
CA-2019-140774,Home Office,Cards,Standard Class,Office Supplies,Art,3,107.94
US-2019-148110,Corporate,Cards,Standard Class,Furniture,Chairs,7,347.802
CA-2019-137673,Corporate,Cards,Standard Class,Technology,Accessories,8,116.0
CA-2019-154536,Consumer,Cards,Standard Class,Office Supplies,Binders,5,9.555
CA-2019-136231,Consumer,Cards,Second Class,Office Supplies,Envelopes,3,23.472
CA-2019-136231,Consumer,COD,Second Class,Office Supplies,Binders,7,86.058
CA-2019-136231,Consumer,Cards,Second Class,Technology,Phones,2,108.784
CA-2019-136231,Consumer,COD,Second Class,Office Supplies,Paper,3,10.272
CA-2019-144540,Home Office,Online,Standard Class,Office Supplies,Appliances,3,62.79
CA-2019-144540,Home Office,COD,Standard Class,Office Supplies,Fasteners,9,28.44
CA-2019-151372,Consumer,Online,First Class,Office Supplies,Paper,2,96.08
CA-2019-151372,Consumer,COD,First Class,Office Supplies,Binders,2,11.68
CA-2019-151372,Consumer,Cards,First Class,Office Supplies,Fasteners,2,4.36
CA-2019-149195,Corporate,Online,Second Class,Office Supplies,Paper,5,25.92
CA-2019-149195,Corporate,Online,Second Class,Office Supplies,Fasteners,8,15.808
CA-2019-149195,Corporate,COD,Second Class,Office Supplies,Paper,2,10.368
CA-2019-133319,Consumer,Cards,Standard Class,Office Supplies,Paper,4,192.16
US-2019-152373,Consumer,Cards,Standard Class,Office Supplies,Storage,3,93.456
US-2019-121013,Consumer,Cards,Standard Class,Office Supplies,Labels,2,25.06
US-2019-121013,Consumer,COD,Standard Class,Furniture,Tables,3,1652.94
CA-2019-164490,Home Office,Cards,Second Class,Office Supplies,Paper,2,9.248
CA-2019-162383,Consumer,COD,Standard Class,Office Supplies,Binders,2,8.952
CA-2019-162383,Consumer,Cards,Standard Class,Office Supplies,Binders,6,8.856
CA-2019-162383,Consumer,COD,Standard Class,Furniture,Chairs,2,85.246
CA-2019-136595,Corporate,Online,First Class,Furniture,Furnishings,3,21.204
CA-2019-158778,Consumer,Cards,Standard Class,Furniture,Furnishings,9,58.248
CA-2019-158778,Consumer,COD,Standard Class,Furniture,Chairs,2,71.246
CA-2019-158778,Consumer,Cards,Standard Class,Office Supplies,Art,3,7.872
CA-2019-158778,Consumer,COD,Standard Class,Furniture,Chairs,3,887.271
CA-2019-139409,Corporate,COD,First Class,Technology,Phones,4,43.6
CA-2019-149223,Corporate,Cards,Standard Class,Office Supplies,Appliances,6,77.88
CA-2019-102981,Consumer,Online,Second Class,Technology,Accessories,2,31.86
CA-2019-102981,Consumer,Cards,Second Class,Furniture,Bookcases,3,722.352
CA-2019-133123,Consumer,COD,Standard Class,Office Supplies,Envelopes,3,95.952
CA-2019-133123,Consumer,Online,Standard Class,Office Supplies,Binders,2,3.204
CA-2019-145240,Consumer,Cards,First Class,Office Supplies,Storage,1,10.784
CA-2019-123932,Corporate,COD,Standard Class,Office Supplies,Paper,4,41.92
CA-2019-123932,Corporate,Cards,Standard Class,Technology,Phones,2,329.584
CA-2019-108987,Consumer,Cards,Second Class,Office Supplies,Storage,3,35.952
CA-2019-108987,Consumer,Cards,Second Class,Furniture,Bookcases,4,2396.2656
CA-2019-108987,Consumer,Cards,Second Class,Office Supplies,Storage,4,131.136
CA-2019-108987,Consumer,Online,Second Class,Technology,Accessories,2,57.584
CA-2019-113516,Home Office,Cards,Second Class,Office Supplies,Binders,2,33.024
CA-2019-113516,Home Office,COD,Second Class,Office Supplies,Binders,4,67.136
US-2019-114174,Home Office,COD,Standard Class,Furniture,Bookcases,3,173.94
US-2019-114174,Home Office,Cards,Standard Class,Office Supplies,Labels,4,14.76
US-2019-115455,Consumer,Cards,Standard Class,Furniture,Furnishings,2,14.136
US-2019-115455,Consumer,COD,Standard Class,Furniture,Tables,3,601.47
CA-2019-131499,Home Office,COD,First Class,Office Supplies,Appliances,1,207.48
CA-2019-108868,Corporate,COD,Standard Class,Office Supplies,Art,2,70.368
CA-2019-108868,Corporate,Cards,Standard Class,Technology,Phones,5,59.96
CA-2019-155138,Consumer,Online,Standard Class,Technology,Accessories,4,35.168
CA-2019-155138,Consumer,Cards,Standard Class,Office Supplies,Paper,3,64.704
CA-2019-153101,Consumer,COD,Same Day,Furniture,Tables,1,146.04
CA-2019-110009,Consumer,COD,Standard Class,Furniture,Furnishings,1,43.13
CA-2019-110009,Consumer,Online,Standard Class,Office Supplies,Paper,7,30.87
CA-2019-103709,Consumer,Cards,Standard Class,Office Supplies,Art,2,14.88
CA-2019-103709,Consumer,Online,Standard Class,Office Supplies,Paper,8,34.24
CA-2019-103709,Consumer,Cards,Standard Class,Office Supplies,Storage,2,261.74
CA-2019-110023,Consumer,Online,First Class,Office Supplies,Binders,2,14.624
CA-2019-112893,Consumer,Online,Second Class,Office Supplies,Binders,4,55.36
CA-2019-137176,Home Office,COD,Second Class,Furniture,Furnishings,4,15.008
US-2019-118780,Home Office,Cards,Second Class,Office Supplies,Storage,2,59.48
US-2019-118780,Home Office,Online,Second Class,Office Supplies,Paper,1,6.69
CA-2019-164350,Home Office,COD,Second Class,Office Supplies,Art,3,67.56
CA-2019-146206,Consumer,Online,Second Class,Furniture,Tables,5,300.93
CA-2019-146206,Consumer,Online,Second Class,Technology,Phones,5,719.96
CA-2019-112277,Corporate,Online,Standard Class,Technology,Phones,7,519.68
CA-2019-165918,Consumer,Online,Standard Class,Office Supplies,Labels,2,7.38
CA-2019-165918,Consumer,Online,Standard Class,Office Supplies,Binders,3,14.256
CA-2019-165918,Consumer,COD,Standard Class,Office Supplies,Paper,2,81.98
CA-2019-165918,Consumer,COD,Standard Class,Office Supplies,Binders,3,39.624
CA-2019-126102,Consumer,COD,Second Class,Office Supplies,Binders,2,276.784
CA-2019-145625,Consumer,COD,Standard Class,Office Supplies,Paper,1,7.61
CA-2019-145625,Consumer,Online,Standard Class,Technology,Accessories,13,3347.37
CA-2019-121223,Corporate,COD,Second Class,Office Supplies,Paper,2,8.448
CA-2019-121223,Corporate,Online,Second Class,Technology,Phones,9,728.946
CA-2019-164154,Home Office,COD,Standard Class,Office Supplies,Binders,3,22.428
CA-2019-164154,Home Office,COD,Standard Class,Office Supplies,Storage,5,37.52
CA-2019-102162,Consumer,COD,Standard Class,Technology,Copiers,8,1599.92
CA-2019-102162,Consumer,Online,Standard Class,Office Supplies,Envelopes,1,11.09
CA-2019-116561,Consumer,COD,Standard Class,Office Supplies,Storage,3,332.94
CA-2019-116561,Consumer,COD,Standard Class,Office Supplies,Binders,2,39.872
CA-2019-153157,Consumer,Online,First Class,Technology,Phones,5,224.75
CA-2019-150007,Consumer,Online,Standard Class,Office Supplies,Labels,2,6.0
CA-2019-150007,Consumer,Online,Standard Class,Office Supplies,Binders,3,1.908
CA-2019-143476,Corporate,COD,First Class,Office Supplies,Art,2,2.912
CA-2019-143476,Corporate,Online,First Class,Office Supplies,Paper,4,20.736
CA-2019-143476,Corporate,COD,First Class,Office Supplies,Paper,2,9.568
CA-2019-130225,Consumer,Online,Standard Class,Office Supplies,Envelopes,2,99.568
CA-2019-142902,Corporate,Online,Second Class,Furniture,Furnishings,4,15.136
CA-2019-142902,Corporate,Online,Second Class,Furniture,Chairs,2,466.768
CA-2019-142902,Corporate,Online,Second Class,Furniture,Furnishings,1,15.232
CA-2019-142902,Corporate,Online,Second Class,Office Supplies,Labels,3,6.264
CA-2019-128811,Consumer,Online,Standard Class,Office Supplies,Fasteners,3,10.47
CA-2019-128811,Consumer,COD,Standard Class,Office Supplies,Labels,3,11.07
CA-2019-128811,Consumer,Online,Standard Class,Office Supplies,Binders,4,20.704
CA-2019-123946,Corporate,Online,Standard Class,Technology,Accessories,3,20.7
CA-2019-123946,Corporate,Online,Standard Class,Office Supplies,Fasteners,3,11.34
CA-2019-123946,Corporate,COD,Standard Class,Office Supplies,Storage,5,67.9
CA-2019-123946,Corporate,Online,Standard Class,Furniture,Chairs,4,1059.12
CA-2019-152457,Corporate,Online,Standard Class,Office Supplies,Paper,3,68.52
CA-2019-151148,Home Office,Online,Same Day,Technology,Phones,3,146.952
CA-2019-151148,Home Office,COD,Same Day,Furniture,Chairs,4,83.136
CA-2019-113082,Corporate,Online,Standard Class,Furniture,Furnishings,2,40.48
CA-2019-105732,Consumer,Online,Standard Class,Office Supplies,Storage,3,40.74
CA-2019-105732,Consumer,Online,Standard Class,Office Supplies,Labels,5,14.4
CA-2019-105732,Consumer,Online,Standard Class,Technology,Phones,5,149.95
CA-2019-105732,Consumer,COD,Standard Class,Office Supplies,Supplies,2,16.9
CA-2019-105732,Consumer,Online,Standard Class,Office Supplies,Paper,3,17.61
CA-2019-105732,Consumer,Online,Standard Class,Office Supplies,Appliances,2,378.0
CA-2019-105732,Consumer,Online,Standard Class,Office Supplies,Paper,3,17.64
CA-2019-105732,Consumer,Online,Standard Class,Office Supplies,Storage,6,373.08
CA-2019-105732,Consumer,COD,Standard Class,Furniture,Furnishings,14,1336.44
CA-2019-105732,Consumer,Online,Standard Class,Technology,Phones,3,29.97
CA-2019-155439,Home Office,COD,Standard Class,Office Supplies,Paper,4,25.92
CA-2019-153178,Consumer,Online,Standard Class,Technology,Phones,3,437.85
CA-2019-153178,Consumer,COD,Standard Class,Office Supplies,Binders,2,673.568
CA-2019-149370,Consumer,Online,Standard Class,Office Supplies,Paper,1,5.344
CA-2019-149797,Corporate,Online,Standard Class,Office Supplies,Binders,2,841.568
US-2019-128678,Consumer,Online,Standard Class,Office Supplies,Paper,5,21.4
US-2019-128678,Consumer,Online,Standard Class,Office Supplies,Binders,7,48.664
CA-2019-116911,Corporate,Online,Standard Class,Office Supplies,Binders,4,20.416
CA-2019-116911,Corporate,COD,Standard Class,Furniture,Tables,3,1128.39
CA-2019-160479,Consumer,Online,Standard Class,Office Supplies,Art,5,35.4
US-2019-134369,Home Office,Online,Standard Class,Office Supplies,Paper,2,12.96
CA-2019-123337,Corporate,COD,Standard Class,Furniture,Bookcases,2,273.666
CA-2019-123337,Corporate,COD,Standard Class,Office Supplies,Appliances,4,17.48
CA-2019-162159,Home Office,Online,First Class,Furniture,Chairs,2,121.78
CA-2019-109806,Corporate,Online,Standard Class,Office Supplies,Art,3,20.1
CA-2019-109806,Corporate,Online,Standard Class,Technology,Phones,2,73.584
CA-2019-109806,Corporate,Online,Standard Class,Office Supplies,Paper,1,6.48
CA-2019-134208,Consumer,Online,Standard Class,Technology,Machines,4,396.0
CA-2019-164091,Corporate,Online,Standard Class,Technology,Phones,3,437.85
CA-2019-164091,Corporate,COD,Standard Class,Furniture,Furnishings,2,109.48
CA-2019-159730,Home Office,Online,Standard Class,Furniture,Chairs,2,113.888
CA-2019-159730,Home Office,COD,Standard Class,Technology,Phones,2,105.584
CA-2019-111416,Consumer,Online,Standard Class,Office Supplies,Binders,5,232.4
CA-2019-105900,Corporate,Online,Standard Class,Office Supplies,Art,5,33.4
US-2019-152415,Consumer,Online,Standard Class,Furniture,Furnishings,3,14.82
US-2019-152415,Consumer,COD,Standard Class,Furniture,Furnishings,3,191.82
CA-2019-131093,Consumer,Online,Second Class,Office Supplies,Storage,5,295.4
US-2019-148957,Home Office,Online,Standard Class,Office Supplies,Labels,4,12.32
CA-2019-106075,Consumer,Online,Standard Class,Office Supplies,Binders,1,4.616
CA-2019-140928,Corporate,Online,Standard Class,Furniture,Tables,4,383.438
CA-2019-145905,Consumer,Online,Standard Class,Furniture,Chairs,1,350.98
CA-2019-145905,Consumer,COD,Standard Class,Office Supplies,Paper,2,13.08
CA-2019-145905,Consumer,Cards,Standard Class,Office Supplies,Storage,4,900.08
CA-2019-157511,Consumer,COD,First Class,Furniture,Furnishings,3,5.352
CA-2019-157511,Consumer,Cards,First Class,Furniture,Chairs,2,99.372
CA-2019-157511,Consumer,Cards,First Class,Office Supplies,Art,1,2.672
CA-2019-120355,Consumer,Cards,Standard Class,Furniture,Chairs,2,631.782
CA-2019-120355,Consumer,Online,Standard Class,Furniture,Furnishings,3,60.72
CA-2019-111409,Consumer,Online,Standard Class,Office Supplies,Labels,1,3.0
CA-2019-133935,Corporate,Online,Standard Class,Furniture,Chairs,2,801.568
CA-2019-133935,Corporate,COD,Standard Class,Office Supplies,Paper,9,368.91
CA-2019-133935,Corporate,Online,Standard Class,Furniture,Chairs,9,885.528
CA-2019-110086,Consumer,Cards,Standard Class,Technology,Phones,2,239.984
US-2019-156097,Home Office,Online,Same Day,Furniture,Chairs,2,701.372
US-2019-156097,Home Office,COD,Same Day,Office Supplies,Binders,2,2.308
CA-2019-168354,Home Office,Online,First Class,Office Supplies,Storage,9,1606.23
CA-2019-168354,Home Office,Cards,First Class,Office Supplies,Paper,3,17.04
CA-2019-168354,Home Office,Online,First Class,Office Supplies,Binders,3,49.53
CA-2019-168354,Home Office,Cards,First Class,Furniture,Chairs,4,872.32
CA-2019-130267,Consumer,Cards,Standard Class,Office Supplies,Paper,7,159.88
CA-2019-102932,Home Office,Online,Second Class,Office Supplies,Binders,6,25.44
CA-2019-102932,Home Office,Online,Second Class,Office Supplies,Supplies,3,27.93
CA-2019-142370,Consumer,Cards,Standard Class,Office Supplies,Supplies,2,5.04
CA-2019-142370,Consumer,Online,Standard Class,Technology,Accessories,5,249.95
CA-2019-120250,Home Office,Cards,First Class,Furniture,Furnishings,3,25.632
US-2019-114888,Home Office,Cards,Second Class,Office Supplies,Binders,3,11.952
US-2019-114888,Home Office,COD,Second Class,Office Supplies,Supplies,3,6.24
CA-2019-158610,Consumer,COD,First Class,Office Supplies,Storage,2,69.52
CA-2019-168557,Corporate,COD,Standard Class,Office Supplies,Binders,2,8.928
CA-2019-100244,Corporate,COD,Standard Class,Office Supplies,Paper,9,65.79
CA-2019-100244,Corporate,Online,Standard Class,Office Supplies,Binders,2,271.984
CA-2019-100244,Corporate,Cards,Standard Class,Office Supplies,Art,4,11.76
CA-2019-100244,Corporate,Online,Standard Class,Office Supplies,Paper,2,77.52
CA-2019-100244,Corporate,COD,Standard Class,Office Supplies,Binders,2,48.64
CA-2019-134516,Corporate,Online,Standard Class,Furniture,Furnishings,2,17.088
CA-2019-134516,Corporate,Online,Standard Class,Furniture,Chairs,1,98.392
CA-2019-145611,Consumer,COD,Standard Class,Office Supplies,Appliances,5,393.25
CA-2019-126284,Consumer,Cards,Standard Class,Office Supplies,Binders,5,83.7
CA-2019-166772,Home Office,Online,Standard Class,Furniture,Bookcases,2,163.88
CA-2019-109743,Corporate,COD,Standard Class,Office Supplies,Art,3,40.776
CA-2019-109743,Corporate,Cards,Standard Class,Technology,Phones,8,63.936
CA-2019-120257,Consumer,Cards,Standard Class,Office Supplies,Art,3,7.872
CA-2019-116232,Consumer,Online,Standard Class,Office Supplies,Binders,9,7.506
CA-2019-116232,Consumer,Cards,Standard Class,Office Supplies,Labels,2,16.56
US-2019-155404,Home Office,Cards,Standard Class,Furniture,Furnishings,2,13.28
CA-2019-151974,Home Office,COD,Standard Class,Office Supplies,Labels,5,16.52
CA-2019-135965,Home Office,Cards,First Class,Office Supplies,Storage,6,128.34
CA-2019-158617,Consumer,Cards,Standard Class,Office Supplies,Paper,6,35.88
CA-2019-125724,Corporate,COD,Standard Class,Furniture,Furnishings,7,68.432
CA-2019-119641,Corporate,COD,Standard Class,Furniture,Furnishings,2,18.96
CA-2019-166653,Home Office,Cards,Second Class,Office Supplies,Envelopes,2,63.968
US-2019-157728,Consumer,COD,Standard Class,Office Supplies,Paper,7,35.56
US-2019-157728,Consumer,Cards,Standard Class,Technology,Phones,2,97.98
US-2019-129469,Corporate,Cards,Standard Class,Furniture,Furnishings,6,532.704
US-2019-129469,Corporate,Online,Standard Class,Office Supplies,Art,2,4.912
